,ctl_loading_date,ctl_loading,string_quantity,duplicated_by_loading,corrections,delay,day_of_week,cumulative_missing_days,rank
1378,2021-12-08,9417402781,447,22,29,0 days,2,99,1
1379,2021-12-09,95646900207,422,20,25,0 days,3,99,1
1380,2021-12-10,37112300752,458,27,32,0 days,4,99,1
1381,2021-12-11,14157631364,458,25,32,0 days,5,99,1
1382,2021-12-12,84003108523,451,26,30,0 days,6,99,1
1383,2021-12-13,13393377212,458,23,32,0 days,0,99,1
1384,2021-12-14,33643292651,458,26,32,0 days,1,99,1
1385,2021-12-15,38769066575,458,29,32,0 days,2,99,1
1386,2021-12-15,64194425273,43,0,43,968 days,2,99,2
1387,2021-12-16,24275934083,458,23,32,0 days,3,99,1
1388,2021-12-17,89370640351,235,6,7,0 days,4,99,1
1389,2021-12-18,42084671831,449,23,30,0 days,5,99,1
1390,2021-12-19,4517238270,489,29,36,0 days,6,99,1
1391,2021-12-20,18440195553,458,25,32,0 days,0,99,1
1392,2021-12-20,46092258037,200,10,21,3 days,0,99,2
1393,2021-12-21,59828785485,473,25,35,0 days,1,99,1
1394,2021-12-22,75771136614,458,24,32,0 days,2,99,1
1395,2021-12-23,88958000555,446,22,28,0 days,3,99,1
1396,2021-12-24,36278228516,474,28,35,0 days,4,99,1
1397,2021-12-25,13513090713,479,27,35,0 days,5,99,1
1398,2021-12-26,73515922986,458,23,32,0 days,6,99,1
1399,2021-12-27,84143755671,442,24,28,0 days,0,99,1
1400,2021-12-28,42660294143,435,23,28,0 days,1,99,1
1401,2021-12-29,17488379601,458,25,32,0 days,2,99,1
1402,2021-12-30,87460922428,438,22,28,0 days,3,99,1
1403,2021-12-31,53013856686,455,28,31,0 days,4,99,1
1404,2022-01-01,43194051488,465,25,34,0 days,5,99,1
1405,2022-01-02,60734038810,460,24,32,0 days,6,99,1
1406,2022-01-03,4691095106,458,24,32,0 days,0,99,1
1407,2022-01-04,90146961361,433,26,28,0 days,1,99,1
1408,2022-01-05,41081976629,419,21,25,0 days,2,99,1
1409,2022-01-06,19527801921,458,24,32,0 days,3,99,1
1410,2022-01-07,82112814098,458,26,32,0 days,4,99,1
1411,2022-01-08,77652721623,458,25,32,0 days,5,99,1
1412,2022-01-09,30274414570,475,26,35,0 days,6,99,1
1413,2022-01-10,61469026803,458,26,32,0 days,0,99,1
1414,2022-01-11,9857425086,479,27,35,0 days,1,99,1
1415,2022-01-12,16228557522,434,24,28,0 days,2,99,1
1416,2022-01-12,53331091683,8,0,8,1286 days,2,99,2
1417,2022-01-13,61005265851,432,24,28,0 days,3,99,1
1418,2022-01-14,92723274813,475,27,35,0 days,4,99,1
1419,2022-01-15,96446945234,494,24,36,0 days,5,99,1
1420,2022-01-16,25103234924,453,21,31,0 days,6,99,1
1421,2022-01-16,88188039600,2,0,2,86 days,6,99,2
1422,2022-01-17,8629594557,458,24,32,0 days,0,99,1
1423,2022-01-18,22697550595,448,20,30,0 days,1,99,1
1424,2022-01-19,75856764195,458,24,32,0 days,2,99,1
1425,2022-01-20,12640004640,458,21,32,0 days,3,99,1
1426,2022-01-20,48306406500,37,0,37,253 days,3,99,2
1427,2022-01-21,33627878715,438,23,28,0 days,4,99,1
1428,2022-01-22,96790678782,458,22,32,0 days,5,99,1
1429,2022-01-23,73238150174,359,15,21,0 days,6,99,1
1430,2022-01-24,8055865722,460,24,32,0 days,0,99,1
1431,2022-01-25,20115437693,458,23,32,0 days,1,99,1
1433,2022-01-26,78655592373,458,27,32,0 days,2,99,1
1432,2022-01-26,33242226797,100,3,11,3 days,2,99,2
1434,2022-01-27,17976867250,458,27,32,0 days,3,99,1
1435,2022-01-28,90704657708,437,22,28,0 days,4,99,1
1436,2022-01-29,63061536120,480,27,35,0 days,5,99,1
1437,2022-01-30,20420227183,446,21,30,0 days,6,99,1
1438,2022-01-31,45641911876,427,23,27,0 days,0,99,1
1439,2022-02-01,38672738910,495,25,36,0 days,1,99,1
1440,2022-02-02,75406256788,496,25,36,0 days,2,99,1
1441,2022-02-03,57350067461,439,22,28,0 days,3,99,1
1442,2022-02-04,86279782169,458,27,32,0 days,4,99,1
1443,2022-02-05,89114411551,458,23,32,0 days,5,99,1
1444,2022-02-06,25229760929,422,18,26,0 days,6,99,1
1445,2022-02-07,91085509863,479,24,35,0 days,0,99,1
1446,2022-02-08,6213374893,459,23,32,0 days,1,99,1
1447,2022-02-09,63079345326,478,24,35,0 days,2,99,1
1448,2022-02-10,35068128178,459,24,32,0 days,3,99,1
1449,2022-02-10,50525712010,45,0,45,461 days,3,99,2
1450,2022-02-11,13164070763,455,22,32,0 days,4,99,1
1451,2022-02-12,53951918784,444,24,29,0 days,5,99,1
1452,2022-02-13,26392036074,425,20,26,0 days,6,99,1
1454,2022-02-14,68529601729,478,26,35,0 days,0,99,1
1453,2022-02-14,35922218243,4,0,4,927 days,0,99,2
1455,2022-02-15,39977419141,431,21,28,0 days,1,99,1
1458,2022-02-16,57088375971,455,24,32,0 days,2,99,1
1457,2022-02-16,21628224688,7,0,7,404 days,2,99,2
1456,2022-02-16,5228117245,18,0,18,731 days,2,99,3
1459,2022-02-17,61026023550,458,22,32,0 days,3,99,1
1461,2022-02-18,69884015223,486,27,36,0 days,4,99,1
1460,2022-02-18,55780305230,27,0,27,571 days,4,99,2
1462,2022-02-19,73000661826,458,26,32,0 days,5,99,1
1463,2022-02-20,79599805475,457,25,32,0 days,6,99,1
1464,2022-02-21,23722062758,484,24,36,0 days,0,99,1
1465,2022-02-22,44303360208,466,30,35,0 days,1,99,1
1466,2022-02-23,91382914869,458,21,32,0 days,2,99,1
1467,2022-02-24,28080549618,496,29,36,0 days,3,99,1
1468,2022-02-25,77922028349,422,22,26,0 days,4,99,1
1469,2022-02-26,65180960047,419,23,26,0 days,5,99,1
1470,2022-02-27,6744305963,467,29,35,0 days,6,99,1
1471,2022-02-28,65330649128,437,22,28,0 days,0,99,1
1472,2022-03-01,82209722313,459,26,32,0 days,1,99,1
1473,2022-03-02,20837194672,458,23,32,0 days,2,99,1
1474,2022-03-03,93588809210,458,23,32,0 days,3,99,1
1475,2022-03-04,59462244236,437,24,28,0 days,4,99,1
1476,2022-03-05,54898808125,464,24,35,0 days,5,99,1
1477,2022-03-06,67507607753,433,22,28,0 days,6,99,1
1478,2022-03-07,87007792542,443,26,29,0 days,0,99,1
1479,2022-03-08,12758723128,447,24,30,0 days,1,99,1
1480,2022-03-09,52806145077,458,25,32,0 days,2,99,1
1481,2022-03-10,1766155991,476,27,35,0 days,3,99,1
1482,2022-03-11,19511847783,492,29,36,0 days,4,99,1
1483,2022-03-12,24188986855,458,27,32,0 days,5,99,1
1484,2022-03-13,54994646211,496,27,36,0 days,6,99,1
1485,2022-03-14,88270872704,458,24,32,0 days,0,99,1
1486,2022-03-15,21008558016,422,20,26,0 days,1,99,1
1487,2022-03-16,68030089250,491,28,36,0 days,2,99,1
1488,2022-03-17,63099388753,458,24,32,0 days,3,99,1
1489,2022-03-18,18370419179,156,4,4,0 days,4,99,1
1490,2022-03-19,13852863804,448,25,30,0 days,5,99,1
1491,2022-03-19,65658670696,302,12,28,1 days,5,99,2
1492,2022-03-20,62417496850,447,24,30,0 days,6,99,1
1493,2022-03-21,65595219949,497,27,36,0 days,0,99,1
1494,2022-03-22,71729707015,290,8,10,0 days,1,99,1
1495,2022-03-23,92400195330,458,24,32,0 days,2,99,1
1496,2022-03-24,28321530495,436,22,28,0 days,3,99,1
1497,2022-03-25,42510238463,420,23,26,0 days,4,99,1
1499,2022-03-26,66054142225,474,26,35,0 days,5,99,1
1498,2022-03-26,33627493565,195,10,26,4 days,5,99,2
1502,2022-04-01,46977279990,458,25,33,0 days,4,104,1
1504,2022-04-01,83664418074,461,29,34,1 days,4,104,2
1500,2022-04-01,7998013153,488,27,36,2 days,4,104,3
1505,2022-04-01,87120762460,458,25,33,3 days,4,104,4
1503,2022-04-01,65896155656,481,26,35,4 days,4,104,5
1501,2022-04-01,22968357254,466,27,35,5 days,4,104,6
1506,2022-04-02,8579958410,494,28,36,0 days,5,104,1
1507,2022-04-03,88876765844,458,27,33,0 days,6,104,1
1508,2022-04-04,70130396736,462,28,35,0 days,0,104,1
1509,2022-04-05,44464428880,482,25,35,0 days,1,104,1
1510,2022-04-06,20826871166,435,23,28,0 days,2,104,1
1511,2022-04-07,70656155795,487,29,36,0 days,3,104,1
1512,2022-04-08,29148939009,442,23,30,0 days,4,104,1
1513,2022-04-09,60769318797,480,26,35,0 days,5,104,1
1514,2022-04-10,1335539969,475,31,35,0 days,6,104,1
1515,2022-04-11,94470655880,464,28,35,0 days,0,104,1
1516,2022-04-12,19683322607,458,23,33,0 days,1,104,1
1517,2022-04-13,38782847952,458,23,33,0 days,2,104,1
1518,2022-04-14,86521389209,458,24,34,0 days,3,104,1
1519,2022-04-15,62953391526,491,28,36,0 days,4,104,1
1520,2022-04-16,45335041941,463,27,35,0 days,5,104,1
1521,2022-04-17,10186207215,458,29,34,0 days,6,104,1
1522,2022-04-18,19065952649,458,26,34,0 days,0,104,1
1523,2022-04-19,39343250787,460,26,34,0 days,1,104,1
1524,2022-04-20,44704680055,458,27,34,0 days,2,104,1
1525,2022-04-21,40800066688,457,24,33,0 days,3,104,1
1526,2022-04-22,54254579743,497,27,36,0 days,4,104,1
1527,2022-04-23,20433002515,458,27,34,0 days,5,104,1
1528,2022-04-24,8754099764,458,26,34,0 days,6,104,1
1529,2022-04-25,30839337241,444,25,30,0 days,0,104,1
1530,2022-04-26,64893194722,458,28,34,0 days,1,104,1
1531,2022-04-27,17616852005,473,23,35,0 days,2,104,1
1532,2022-04-28,83617666668,458,26,34,0 days,3,104,1
1533,2022-04-29,56523569231,441,26,30,0 days,4,104,1
1534,2022-04-30,90446473616,452,23,32,0 days,5,104,1
1535,2022-05-01,63787295680,433,24,27,0 days,6,104,1
1536,2022-05-02,23613785225,458,26,33,0 days,0,104,1
1537,2022-05-03,26327597840,458,25,33,0 days,1,104,1
1538,2022-05-04,1745809778,429,21,27,0 days,2,104,1
1539,2022-05-05,37974554888,458,27,33,0 days,3,104,1
1540,2022-05-06,95735874071,454,25,31,0 days,4,104,1
1541,2022-05-07,26822079777,462,29,34,0 days,5,104,1
1542,2022-05-08,12526750374,444,26,29,0 days,6,104,1
1543,2022-05-09,7037441914,445,23,29,0 days,0,104,1
1544,2022-05-10,16228272440,494,28,36,0 days,1,104,1
1545,2022-05-11,85295949284,466,26,34,0 days,2,104,1
1546,2022-05-12,28119665348,464,29,34,0 days,3,104,1
1547,2022-05-13,19247949268,458,28,33,0 days,4,104,1
1548,2022-05-14,35847316902,440,24,29,0 days,5,104,1
1549,2022-05-15,68361113981,458,26,33,0 days,6,104,1
1550,2022-05-16,91510601694,489,28,36,0 days,0,104,1
1553,2022-05-20,66590407530,458,29,33,0 days,4,107,1
1554,2022-05-20,82037554606,461,24,34,1 days,4,107,2
1552,2022-05-20,30726445800,422,22,26,2 days,4,107,3
1551,2022-05-20,16781540802,458,26,33,3 days,4,107,4
1555,2022-05-21,94148412622,458,23,33,0 days,5,107,1
1556,2022-05-22,4102398992,431,21,27,0 days,6,107,1
1557,2022-05-23,9459160312,444,23,29,0 days,0,107,1
1558,2022-05-24,77659391096,471,27,35,0 days,1,107,1
1559,2022-05-25,41690152333,452,24,31,0 days,2,107,1
1560,2022-05-26,75268901099,458,26,33,0 days,3,107,1
1561,2022-05-27,88203256555,431,23,27,0 days,4,107,1
1562,2022-05-28,96550573264,462,25,34,0 days,5,107,1
1563,2022-05-29,47816134038,491,31,36,0 days,6,107,1
1564,2022-05-30,90094357454,495,29,36,0 days,0,107,1
1565,2022-05-31,89469645429,491,25,36,0 days,1,107,1
1566,2022-06-01,83990680192,458,24,33,0 days,2,107,1
1567,2022-06-02,38298885045,458,26,33,0 days,3,107,1
1568,2022-06-03,11358862068,458,26,33,0 days,4,107,1
1570,2022-06-04,95735851712,489,28,36,0 days,5,107,1
1569,2022-06-04,52808113192,49,0,49,1465 days,5,107,2
1571,2022-06-05,26064356165,458,31,34,0 days,6,107,1
1572,2022-06-06,15024357095,435,21,27,0 days,0,107,1
1573,2022-06-07,6998418717,494,29,36,0 days,1,107,1
1574,2022-06-08,97806349807,454,25,32,0 days,2,107,1
1575,2022-06-09,24284924983,442,25,29,0 days,3,107,1
1576,2022-06-10,71638022677,439,23,29,0 days,4,107,1
1577,2022-06-11,45816830921,495,27,36,0 days,5,107,1
1579,2022-06-12,69797688968,448,25,31,0 days,6,107,1
1578,2022-06-12,43492542841,29,0,29,1080 days,6,107,2
1580,2022-06-13,74069250377,494,28,36,0 days,0,107,1
1581,2022-06-14,11759601618,451,26,31,0 days,1,107,1
1582,2022-06-15,67878081312,430,25,27,0 days,2,107,1
1583,2022-06-16,10054188584,465,27,34,0 days,3,107,1
1584,2022-06-17,63010060534,458,28,34,0 days,4,107,1
1585,2022-06-18,61832848126,431,23,27,0 days,5,107,1
1586,2022-06-19,21058475279,458,28,34,0 days,6,107,1
1587,2022-06-20,62917011829,480,28,35,0 days,0,107,1
1588,2022-06-21,25492260429,476,32,35,0 days,1,107,1
1591,2022-06-26,38919406452,480,27,35,0 days,6,111,1
1592,2022-06-26,47897691448,479,27,35,1 days,6,111,2
1593,2022-06-26,72090095281,458,30,34,2 days,6,111,3
1590,2022-06-26,16030246057,442,23,29,3 days,6,111,4
1589,2022-06-26,15961776775,431,21,27,4 days,6,111,5
1594,2022-06-27,86503249097,458,27,34,0 days,0,111,1
1595,2022-06-28,44217722357,435,23,28,0 days,1,111,1
1596,2022-06-29,61106526945,449,23,31,0 days,2,111,1
1597,2022-06-30,83118742722,467,27,34,0 days,3,111,1
1598,2022-07-01,42782180973,449,27,31,0 days,4,111,1
1599,2022-07-02,51983125072,458,27,34,0 days,5,111,1
1600,2022-07-03,54958897000,464,28,34,0 days,6,111,1
1601,2022-07-04,83283719900,458,27,34,0 days,0,111,1
1602,2022-07-05,47133176735,458,25,34,0 days,1,111,1
1603,2022-07-06,16323939201,489,27,36,0 days,2,111,1
1604,2022-07-07,56153418782,458,26,34,0 days,3,111,1
1605,2022-07-08,59130353114,456,26,34,0 days,4,111,1
1606,2022-07-09,16026305498,458,24,34,0 days,5,111,1
1610,2022-07-15,69996546538,458,27,34,0 days,4,116,1
1609,2022-07-15,52171531095,473,23,35,1 days,4,116,2
1607,2022-07-15,1856666885,437,24,29,2 days,4,116,3
1608,2022-07-15,42743512914,458,26,34,3 days,4,116,4
1611,2022-07-15,87689153009,431,23,27,4 days,4,116,5
1612,2022-07-15,95097071243,427,22,27,5 days,4,116,6
1613,2022-07-16,71707540919,427,23,27,0 days,5,116,1
1614,2022-07-17,86907570832,428,21,27,0 days,6,116,1
1615,2022-07-18,9701872832,456,28,34,0 days,0,116,1
1616,2022-07-19,85173032068,458,28,34,0 days,1,116,1
1617,2022-07-20,27627521320,444,24,31,0 days,2,116,1
1618,2022-07-21,84601516412,423,21,27,0 days,3,116,1
1619,2022-07-22,5096808814,430,21,27,0 days,4,116,1
1620,2022-07-23,75491851678,458,28,34,0 days,5,116,1
1621,2022-07-24,36427832932,470,27,34,0 days,6,116,1
1622,2022-07-25,64613263247,489,27,36,0 days,0,116,1
1623,2022-07-26,31474704364,495,26,36,0 days,1,116,1
1624,2022-07-27,21084064810,478,28,35,0 days,2,116,1
1625,2022-07-28,14292250854,472,27,35,0 days,3,116,1
1626,2022-07-29,17847304386,445,22,31,0 days,4,116,1
1627,2022-07-30,45093667378,462,27,34,0 days,5,116,1
1628,2022-07-31,43745303635,423,21,27,0 days,6,116,1
1629,2022-08-01,64138027054,458,28,34,0 days,0,116,1
1630,2022-08-02,94300592024,458,27,34,0 days,1,116,1
1631,2022-08-03,50722285186,446,25,31,0 days,2,116,1
1632,2022-08-04,63163859095,463,28,34,0 days,3,116,1
1633,2022-08-05,2725310501,458,28,34,0 days,4,116,1
1634,2022-08-06,91631186549,466,26,34,0 days,5,116,1
1635,2022-08-07,64320148444,458,29,34,0 days,6,116,1
1636,2022-08-08,46025325540,426,24,27,0 days,0,116,1
1637,2022-08-09,75907841536,423,24,27,0 days,1,116,1
1638,2022-08-10,55882228641,487,26,36,0 days,2,116,1
1639,2022-08-11,64772713491,482,27,35,0 days,3,116,1
1640,2022-08-12,67115213350,445,24,31,0 days,4,116,1
1641,2022-08-13,13322173625,471,27,35,0 days,5,116,1
1642,2022-08-14,36507517108,101,2,3,0 days,6,116,1
1643,2022-08-15,87980133903,458,26,34,0 days,0,116,1
1644,2022-08-16,5896632642,462,28,34,0 days,1,116,1
1646,2022-08-17,47783930416,436,23,29,0 days,2,116,1
1645,2022-08-17,10511266934,357,19,31,3 days,2,116,2
1647,2022-08-19,78464640291,495,27,36,0 days,4,117,1
1648,2022-08-19,88356857385,451,27,33,1 days,4,117,2
1649,2022-08-20,32970965834,458,32,34,0 days,5,117,1
1650,2022-08-21,22126986953,458,28,34,0 days,6,117,1
1651,2022-08-22,23070265181,449,24,31,0 days,0,117,1
1652,2022-08-23,30950856486,458,26,34,0 days,1,117,1
1653,2022-08-24,91416033389,454,26,34,0 days,2,117,1
1654,2022-08-25,52408833883,19,0,0,0 days,3,117,1
1655,2022-08-26,53110562950,458,30,34,0 days,4,117,1
1656,2022-08-27,82484901092,458,29,34,0 days,5,117,1
1657,2022-08-28,76640586399,435,25,29,0 days,6,117,1
1658,2022-08-29,26097516600,458,25,34,0 days,0,117,1
1659,2022-08-30,14104984378,420,22,27,0 days,1,117,1
1660,2022-08-30,32690401608,439,29,34,5 days,1,117,2
1661,2022-08-31,164246313,456,25,34,0 days,2,117,1
1662,2022-09-01,16789750123,483,29,36,0 days,3,117,1
1663,2022-09-01,55344478611,13,0,13,1057 days,3,117,2
1664,2022-09-02,16257087443,464,25,34,0 days,4,117,1
1665,2022-09-03,31081845501,491,28,36,0 days,5,117,1
1666,2022-09-04,59860372226,457,29,34,0 days,6,117,1
1667,2022-09-05,10906680854,469,27,34,0 days,0,117,1
1668,2022-09-06,73200456473,479,27,35,0 days,1,117,1
1669,2022-09-07,97870285968,442,25,31,0 days,2,117,1
1670,2022-09-11,32046579466,441,23,31,0 days,6,120,1
1673,2022-09-11,61774761557,458,29,34,1 days,6,120,2
1671,2022-09-11,46753229403,430,24,27,2 days,6,120,3
1672,2022-09-11,55559123729,458,26,34,3 days,6,120,4
1674,2022-09-12,50350188277,437,21,29,0 days,0,120,1
1675,2022-09-13,89273746972,458,25,34,0 days,1,120,1
1676,2022-09-14,1495298791,458,30,34,0 days,2,120,1
1677,2022-09-15,55189649978,458,25,34,0 days,3,120,1
1681,2022-09-19,91811443807,452,26,34,0 days,0,123,1
1678,2022-09-19,20809362568,458,26,34,1 days,0,123,2
1679,2022-09-19,30787241868,478,26,35,2 days,0,123,3
1680,2022-09-19,69470340914,447,25,31,3 days,0,123,4
1682,2022-09-20,47952129567,420,23,27,0 days,1,123,1
1683,2022-09-21,87387662003,472,27,35,0 days,2,123,1
1684,2022-09-22,53764385022,458,26,34,0 days,3,123,1
1685,2022-09-22,92823766877,50,0,50,589 days,3,123,2
1686,2022-09-23,56659745026,440,25,31,0 days,4,123,1
1687,2022-09-24,29583951140,471,26,35,0 days,5,123,1
1688,2022-09-25,92804247905,458,25,34,0 days,6,123,1
1689,2022-09-26,47576467774,464,26,34,0 days,0,123,1
1690,2022-09-27,97078581027,485,25,36,0 days,1,123,1
1691,2022-09-28,41623506912,481,24,35,0 days,2,123,1
1692,2022-09-29,97293534922,454,28,34,0 days,3,123,1
1693,2022-09-30,87388643057,487,30,36,0 days,4,123,1
1694,2022-10-01,77066270202,490,28,36,0 days,5,123,1
1695,2022-10-02,82279374168,420,23,27,0 days,6,123,1
1696,2022-10-03,47364932385,429,21,28,0 days,0,123,1
1697,2022-10-04,16972587386,426,23,27,0 days,1,123,1
1698,2022-10-05,61679887334,429,22,28,0 days,2,123,1
1699,2022-10-06,55560042795,458,28,34,0 days,3,123,1
1700,2022-10-07,79242972972,450,25,33,0 days,4,123,1
1705,2022-10-12,93217367330,419,23,27,0 days,2,127,1
1701,2022-10-12,47071525677,458,28,34,1 days,2,127,2
1702,2022-10-12,55780925309,458,26,34,2 days,2,127,3
1704,2022-10-12,82395776956,458,27,34,3 days,2,127,4
1703,2022-10-12,67324223176,480,27,35,4 days,2,127,5
1706,2022-10-13,98099320481,435,23,29,0 days,3,127,1
1707,2022-10-14,11657072684,487,27,36,0 days,4,127,1
1708,2022-10-15,82060577224,436,24,30,0 days,5,127,1
1710,2022-10-17,81700620178,458,27,34,0 days,0,128,1
1709,2022-10-17,23067051840,453,29,34,1 days,0,128,2
1712,2022-10-18,60066737402,458,30,34,0 days,1,128,1
1711,2022-10-18,45973749794,29,0,29,335 days,1,128,2
1713,2022-10-19,44160375954,458,27,34,0 days,2,128,1
1714,2022-10-20,29698066723,481,25,35,0 days,3,128,1
1716,2022-10-26,29802450939,430,24,29,0 days,2,133,1
1719,2022-10-26,48617769116,492,28,36,1 days,2,133,2
1715,2022-10-26,27553491013,485,27,36,2 days,2,133,3
1718,2022-10-26,39463701072,472,28,35,3 days,2,133,4
1717,2022-10-26,35393022606,477,23,35,4 days,2,133,5
1720,2022-10-26,70812134666,456,29,34,5 days,2,133,6
1722,2022-10-27,49829130647,455,31,34,0 days,3,133,1
1721,2022-10-27,14471996577,4,0,4,952 days,3,133,2
1723,2022-10-28,91677775500,433,23,29,0 days,4,133,1
1724,2022-10-29,26477542303,458,26,34,0 days,5,133,1
1725,2022-10-30,4483353996,458,24,34,0 days,6,133,1
1726,2022-10-31,92420036253,483,30,36,0 days,0,133,1
1727,2022-11-01,5637547729,458,26,34,0 days,1,133,1
1728,2022-11-02,33451371648,445,24,32,0 days,2,133,1
1729,2022-11-03,85030724195,440,22,31,0 days,3,133,1
1730,2022-11-04,51633082457,458,31,34,0 days,4,133,1
1731,2022-11-05,2975055537,493,28,36,0 days,5,133,1
1732,2022-11-06,29679042654,447,26,33,0 days,6,133,1
1733,2022-11-07,54018205198,458,26,34,0 days,0,133,1
1734,2022-11-08,27368779141,457,28,34,0 days,1,133,1
1735,2022-11-09,92891472071,478,28,35,0 days,2,133,1
1736,2022-11-10,59607242681,438,22,31,0 days,3,133,1
1738,2022-11-12,87661832559,469,26,34,0 days,5,134,1
1737,2022-11-12,434605075,16,0,16,67 days,5,134,2
1739,2022-11-13,22499653168,427,22,28,0 days,6,134,1
1740,2022-11-13,60635787326,432,25,29,2 days,6,134,2
1741,2022-11-14,6367192957,458,26,34,0 days,0,134,1
1744,2022-11-15,77515845266,482,29,35,0 days,1,134,1
1743,2022-11-15,10640929999,1,0,1,1442 days,1,134,2
1742,2022-11-15,5483200973,20,0,20,1459 days,1,134,3
1745,2022-11-16,13772278447,430,23,29,0 days,2,134,1
1746,2022-11-17,33555571914,458,27,34,0 days,3,134,1
1747,2022-11-18,95322606534,442,25,31,0 days,4,134,1
1748,2022-11-19,85392425056,458,25,34,0 days,5,134,1
1749,2022-11-20,9550379113,435,23,30,0 days,6,134,1
1750,2022-11-21,63350330215,458,26,34,0 days,0,134,1
1751,2022-11-22,96779597923,471,30,35,0 days,1,134,1
1752,2022-11-23,563358975,458,28,34,0 days,2,134,1
1753,2022-11-24,43382887999,449,26,34,0 days,3,134,1
1754,2022-11-25,95868281488,458,30,34,0 days,4,134,1
1755,2022-11-26,65843623818,484,26,36,0 days,5,134,1
1756,2022-11-27,74786338884,491,29,36,0 days,6,134,1
1757,2022-11-28,75676015066,464,28,34,0 days,0,134,1
1758,2022-11-29,57265896915,434,24,30,0 days,1,134,1
1759,2022-11-29,58687462196,1,0,1,400 days,1,134,2
1760,2022-11-30,83751278925,425,24,28,0 days,2,134,1
1761,2022-12-01,82468263576,438,22,31,0 days,3,134,1
1762,2022-12-02,11961683655,435,27,31,0 days,4,134,1
1763,2022-12-03,2467249576,470,29,34,0 days,5,134,1
1764,2022-12-04,82329547559,481,30,35,0 days,6,134,1
1765,2022-12-05,75429031339,458,28,34,0 days,0,134,1
1766,2022-12-06,56844283769,448,29,34,0 days,1,134,1
1767,2022-12-07,73477684264,419,20,27,0 days,2,134,1
1768,2022-12-08,36626923513,494,26,36,0 days,3,134,1
1769,2022-12-09,94889431174,458,24,34,0 days,4,134,1
1770,2022-12-10,26914854831,461,28,34,0 days,5,134,1
1771,2022-12-11,92223798189,481,28,35,0 days,6,134,1
1773,2022-12-12,53503203250,458,26,34,0 days,0,134,1
1772,2022-12-12,15988395223,23,0,23,1145 days,0,134,2
1774,2022-12-13,49675278352,422,23,27,0 days,1,134,1
1775,2022-12-13,50867083059,1,0,1,1459 days,1,134,2
1776,2022-12-14,44632504724,454,27,34,0 days,2,134,1
1777,2022-12-15,6741441371,446,27,34,0 days,3,134,1
1778,2022-12-16,77538022270,458,27,34,0 days,4,134,1
1779,2022-12-17,62511245633,432,24,30,0 days,5,134,1
1780,2022-12-18,93928209679,458,31,34,0 days,6,134,1
1781,2022-12-19,68519298756,470,28,34,0 days,0,134,1
1782,2022-12-20,87225615775,487,28,36,0 days,1,134,1
1783,2022-12-21,19049158202,458,27,34,0 days,2,134,1
1784,2022-12-22,88718139589,458,26,34,0 days,3,134,1
1785,2022-12-23,70289128229,458,28,34,0 days,4,134,1
1786,2022-12-24,44782588945,496,29,36,0 days,5,134,1
1787,2022-12-25,58247473644,458,27,34,0 days,6,134,1
1788,2022-12-26,86506148358,485,29,36,0 days,0,134,1
1789,2022-12-27,55796187512,497,28,36,0 days,1,134,1
1790,2022-12-28,67955596874,458,28,34,0 days,2,134,1
1791,2022-12-29,41118718313,425,25,28,0 days,3,134,1
1792,2022-12-30,89415213041,458,24,34,0 days,4,134,1
1793,2022-12-31,57772868273,458,26,34,0 days,5,134,1
1794,2023-01-01,53103133206,467,28,34,0 days,6,134,1
1795,2023-01-02,97351663485,446,28,34,0 days,0,134,1
1796,2023-01-03,15298841845,442,27,33,0 days,1,134,1
1797,2023-01-04,51715841529,487,28,36,0 days,2,134,1
1798,2023-01-05,34311092385,458,29,34,0 days,3,134,1
1799,2023-01-06,71753828150,479,27,35,0 days,4,134,1
1800,2023-01-07,75811083275,458,27,34,0 days,5,134,1
1801,2023-01-08,71005806225,458,26,34,0 days,6,134,1
1802,2023-01-09,26705344492,430,23,29,0 days,0,134,1
1803,2023-01-10,16629624097,443,27,33,0 days,1,134,1
1804,2023-01-11,34188830956,458,24,34,0 days,2,134,1
1805,2023-01-12,21060872101,450,28,34,0 days,3,134,1
1806,2023-01-13,77706034840,465,29,34,0 days,4,134,1
1807,2023-01-14,2134866183,478,26,35,0 days,5,134,1
1808,2023-01-14,62058967296,5,0,5,1122 days,5,134,2
1809,2023-01-15,66237176768,458,30,34,0 days,6,134,1
1810,2023-01-16,86706248662,481,27,35,0 days,0,134,1
1812,2023-01-17,42981451002,458,27,34,0 days,1,134,1
1811,2023-01-17,8234565678,25,0,25,709 days,1,134,2
1813,2023-01-18,34900154575,458,24,34,0 days,2,134,1
1814,2023-01-19,17538276539,457,24,34,0 days,3,134,1
1815,2023-01-20,55743086722,465,27,34,0 days,4,134,1
1816,2023-01-21,6656292950,423,23,28,0 days,5,134,1
1817,2023-01-22,48018324487,458,24,34,0 days,6,134,1
1818,2023-01-22,77234195734,1,0,1,1496 days,6,134,2
1819,2023-01-23,36202851058,439,26,31,0 days,0,134,1
1820,2023-01-24,18775440925,440,26,32,0 days,1,134,1
1821,2023-01-25,1854730564,435,25,31,0 days,2,134,1
1822,2023-01-26,8513421871,487,30,36,0 days,3,134,1
1823,2023-01-27,69905565055,424,24,29,0 days,4,134,1
1824,2023-01-28,63376916741,495,28,36,0 days,5,134,1
1825,2023-01-29,92890438235,423,22,28,0 days,6,134,1
1826,2023-01-30,43827333023,434,26,31,0 days,0,134,1
